pregunta,emocion,intencion,nivel_emocional,recomendacion
cuando llego a casa me molesta que se burlen de mi en silencio que puedo hacer,ENOJO,conflicto_companeros,MODERADO,Sugerir identificar el motivo del conflicto y pedir mediación si es necesario.
a veces estoy orgulloso de mi avance durante clases y quiero estar mejor,FELICIDAD,motivacion_positiva,ESTABLE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
hoy me da temor hablar con mi profesor puedes ayudarme,MIEDO,expresar_miedo,MODERADO,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
cuando estoy en clases tengo una pregunta sobre el colegio me preocupa mucho,NEUTRAL,duda_academica,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
esta semana siento inseguridad en el curso durante clases y me cuesta concentrarme,MIEDO,expresar_miedo,LEVE,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
cuando estoy en clases me siento tranquilo y animado,FELICIDAD,motivacion_positiva,LEVE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
cuando llego a casa no soporto que me traten mal que puedo hacer,ENOJO,conflicto_companeros,MODERADO,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
en las mañanas estoy feliz porque mis amigos me apoyaron y no quiero sentirme asi,FELICIDAD,expresar_bienestar,LEVE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
esta semana me siento amenazado por un compañero cada dia mas en serio necesito apoyo,MIEDO,temor_bullying,ALTO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
ultimamente tengo miedo de ir al colegio en silencio,MIEDO,temor_familiar,ALTO,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
me preocupa no entregar todo en silencio,ESTRES,organizacion_estudio,MODERADO,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
ultimamente estoy llorando y no se que hacer con mis compañeros me gustaria hablar con alguien,TRISTEZA,expresar_tristeza,MODERADO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
ultimamente estoy estresado por tantas tareas un poco en serio necesito apoyo,ESTRES,organizacion_estudio,MODERADO,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
cuando estoy en clases no encuentro sentido a estudiar bastante y no se que hacer,DESMOTIVACION,expresar_desmotivacion,LEVE,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
por favor quiero mejorar pero no tengo fuerzas mucho,DESMOTIVACION,expresar_desmotivacion,LEVE,Registrar seguimiento si la desmotivación persiste y afecta asistencia o rendimiento.
necesito decir que me siento desanimado con mis clases antes de dormir pero no se como explicarlo,DESMOTIVACION,buscar_motivacion,MODERADO,Registrar seguimiento si la desmotivación persiste y afecta asistencia o rendimiento.
por favor siento miedo cuando camino solo me gustaria hablar con alguien,MIEDO,temor_bullying,MODERADO,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
necesito decir que cada vez me cuesta mas levantarme para ir al colegio,DESMOTIVACION,bajo_rendimiento,MODERADO,Recomendar establecer una rutina breve de estudio y conversar con un tutor.
ultimamente tengo demasiados trabajos acumulados sin decirle a nadie pero no se como explicarlo,ESTRES,sobrecarga_academica,ALTO,"Registrar seguimiento si el estrés se mantiene o afecta sueño, ánimo o concentración."
en las mañanas no soporto que me traten mal y quiero mejorar,ENOJO,frustracion,MODERADO,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
desde ayer siento miedo cuando camino solo con mis compañeros porque me afecta bastante,MIEDO,buscar_seguridad,LEVE,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
por favor tengo miedo de reprobar demasiado,ANSIEDAD,miedo_examen,ALTO,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
en las mañanas necesito ayuda urgente y quiero mejorar,RIESGO_EMOCIONAL,pedido_ayuda_urgente,CRITICO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
puedes ayudarme con una duda,NEUTRAL,agradecimiento,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
por favor siento que nada me sale bien que puedo hacer,DESMOTIVACION,expresar_desmotivacion,ALTO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
por favor siento que voy a perder el control por eso busco ayuda,ENOJO,conflicto_companeros,ALTO,"Registrar seguimiento si el enojo genera peleas, amenazas o pérdida de control."
la verdad me angustia no terminar mis trabajos antes de dormir me preocupa mucho,ANSIEDAD,preocupacion_academica,LEVE,Registrar alerta si la ansiedad es frecuente o interfiere con el rendimiento escolar.
cuando llego a casa me siento en peligro conmigo mismo,RIESGO_EMOCIONAL,desesperanza_grave,CRITICO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
desde ayer tengo miedo de ir al colegio mucho,MIEDO,temor_familiar,MODERADO,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
perdi las ganas de esforzarme me gustaria hablar con alguien,DESMOTIVACION,buscar_motivacion,MODERADO,Registrar seguimiento si la desmotivación persiste y afecta asistencia o rendimiento.
ultimamente buenas tardes en serio necesito apoyo,NEUTRAL,consulta_general,ESTABLE,Responder con orientación general y continuar la conversación.
en la tarde me siento apagado desde hace dias un poco y me cuesta concentrarme,TRISTEZA,expresar_tristeza,LEVE,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
hoy no me alcanza el tiempo para estudiar cuando tengo que exponer me preocupa mucho,ESTRES,expresar_estres,MODERADO,"Registrar seguimiento si el estrés se mantiene o afecta sueño, ánimo o concentración."
por favor siento miedo cuando camino solo y quiero mejorar,MIEDO,temor_bullying,ALTO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
hoy siento que todo seria mejor si no estuviera,RIESGO_EMOCIONAL,pedido_ayuda_urgente,ALTO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
la verdad perdi las ganas de esforzarme me preocupa mucho,DESMOTIVACION,expresar_desmotivacion,MODERADO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
necesito decir que estoy orgulloso de mi avance y quiero estar mejor,FELICIDAD,agradecimiento,ESTABLE,Responder con reconocimiento emocional y continuar acompañando.
en las mañanas quiero mejorar pero no tengo fuerzas cuando tengo tareas,DESMOTIVACION,falta_interes,MODERADO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
cuando llego a casa logre entregar mi tarea a tiempo sin decirle a nadie,FELICIDAD,expresar_bienestar,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
la verdad siento miedo cuando camino solo y me cuesta concentrarme,MIEDO,buscar_seguridad,ALTO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
por favor siento que nadie me entiende antes de dormir puedes ayudarme,TRISTEZA,buscar_apoyo,MODERADO,Registrar seguimiento y sugerir orientación psicológica si la tristeza afecta sus actividades.
esta semana quiero desaparecer cada dia mas puedes ayudarme,RIESGO_EMOCIONAL,riesgo_autolesion,CRITICO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
necesito decir que tengo miedo de contar lo que pasa,MIEDO,expresar_miedo,LEVE,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
hoy me siento agotado por las clases mucho,ESTRES,sobrecarga_academica,ALTO,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
la verdad logre entregar mi tarea a tiempo mucho,FELICIDAD,expresar_bienestar,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
en las mañanas necesito ayuda urgente con mis compañeros que puedo hacer,RIESGO_EMOCIONAL,riesgo_autolesion,CRITICO,Priorizar seguridad del estudiante y derivar de forma urgente al área de psicología.
la verdad no encuentro sentido a estudiar,DESMOTIVACION,expresar_desmotivacion,ALTO,Recomendar establecer una rutina breve de estudio y conversar con un tutor.
en el colegio me molesta que me culpen de todo,ENOJO,conflicto_companeros,LEVE,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
a veces me siento ansioso antes de dormir y me cuesta concentrarme,ANSIEDAD,expresar_ansiedad,MODERADO,Registrar alerta si la ansiedad es frecuente o interfiere con el rendimiento escolar.
cuando estoy en clases buenas tardes en silencio,NEUTRAL,duda_academica,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
hoy estoy contento porque mejore mis notas un poco por eso busco ayuda,FELICIDAD,compartir_logro,LEVE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
en la tarde siento inseguridad en el curso puedes ayudarme,MIEDO,temor_familiar,ALTO,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
desde ayer quiero saber como revisar mis notas me gustaria hablar con alguien,NEUTRAL,consulta_general,ESTABLE,Responder con orientación general y continuar la conversación.
en las mañanas ultimamente no tengo ganas de nada mucho y quiero mejorar,TRISTEZA,expresar_tristeza,MODERADO,"Responder con empatía, validar la emoción y sugerir hablar con el área de psicología si continúa."
cuando estoy en clases siento que no puedo controlar mi preocupacion cuando tengo tareas necesito orientacion,ANSIEDAD,miedo_examen,MODERADO,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
me preocupa no entregar todo pero no se como explicarlo,ESTRES,cansancio_escolar,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
cuando estoy en clases siento miedo cuando camino solo mucho,MIEDO,temor_bullying,MODERADO,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
por favor perdi las ganas de esforzarme por eso busco ayuda,DESMOTIVACION,falta_interes,MODERADO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
en el colegio me tiembla el cuerpo cuando debo exponer en serio necesito apoyo,ANSIEDAD,expresar_ansiedad,MODERADO,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
necesito decir que necesito hacer una consulta pero no se como explicarlo,NEUTRAL,duda_academica,ESTABLE,Responder con orientación general y continuar la conversación.
esta semana hoy me siento muy feliz mucho me preocupa mucho,FELICIDAD,agradecimiento,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
por favor no se como organizar mis tareas me preocupa mucho,ESTRES,expresar_estres,ALTO,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
en las mañanas tengo miedo de contar lo que pasa y quiero mejorar,MIEDO,temor_bullying,ALTO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
por favor no quiero salir al recreo porque tengo miedo,MIEDO,temor_familiar,MODERADO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
cuando llego a casa me siento apagado desde hace dias con mis compañeros en serio necesito apoyo,TRISTEZA,problema_personal,MODERADO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
cuando estoy en clases logre entregar mi tarea a tiempo durante clases pero no se como explicarlo,FELICIDAD,expresar_bienestar,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
hoy donde puedo ver mi horario,NEUTRAL,duda_academica,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
necesito decir que estoy enojado con mis compañeros por eso busco ayuda,ENOJO,frustracion,LEVE,"Registrar seguimiento si el enojo genera peleas, amenazas o pérdida de control."
la verdad estoy enojado con mis compañeros mucho pero no se como explicarlo,ENOJO,expresar_enojo,MODERADO,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
no soporto que me traten mal,ENOJO,frustracion,ALTO,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
ultimamente ultimamente no tengo ganas de nada demasiado y no se que hacer,TRISTEZA,problema_personal,ALTO,Registrar seguimiento y sugerir orientación psicológica si la tristeza afecta sus actividades.
en la tarde estoy muy preocupado por mis notas en silencio por eso busco ayuda,ANSIEDAD,miedo_examen,MODERADO,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
necesito decir que he pensado en hacerme daño durante clases necesito orientacion,RIESGO_EMOCIONAL,crisis_emocional,CRITICO,"Activar alerta crítica, recomendar contacto inmediato con psicología y un adulto responsable."
esta semana estoy llorando y no se que hacer porque me afecta bastante,TRISTEZA,buscar_apoyo,MODERADO,Registrar seguimiento y sugerir orientación psicológica si la tristeza afecta sus actividades.
en el colegio estoy muy preocupado por mis notas pero no se como explicarlo,ANSIEDAD,expresar_ansiedad,ALTO,"Sugerir respiración lenta, ordenar prioridades y solicitar apoyo si la ansiedad aumenta."
ultimamente me siento amenazado por un compañero mucho en serio necesito apoyo,MIEDO,expresar_miedo,LEVE,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
necesito ayuda urgente puedes ayudarme,RIESGO_EMOCIONAL,pedido_ayuda_urgente,CRITICO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
